FirstName,LastName,PersonPostalCode,UniversityName,UniversityPostalCode,DistanceKM
Dawn,Gauthier,S4P3Y2,Douglas College,V3M5Z5,1314
Dawn,Gauthier,S4P3Y2,Durham College,L1G0C5,2068
Dawn,Gauthier,S4P3Y2,Ecole des Hautes Etudes Commerciales,H3T2A7,2358
Dawn,Gauthier,S4P3Y2,"Ecole Polytechnique de Montreal, Universite de Montreal",H3T1J4,2358
Dawn,Gauthier,S4P3Y2,Emily Carr Institute of Art + Design,V5T0H2,1323
Dawn,Gauthier,S4P3Y2,King's University College,T6B2H3,690
Dawn,Gauthier,S4P3Y2,Lakehead University,P7B5E1,1109
Dawn,Gauthier,S4P3Y2,McGill University,H3A0G4,2361
Dawn,Gauthier,S4P3Y2,McMaster University,L8S4L8,2032
Dawn,Gauthier,S4P3Y2,Memorial University of Newfoundland,A1C5S7,3732
Dawn,Gauthier,S4P3Y2,Mount Allison University,E4L1E2,2992
Dawn,Gauthier,S4P3Y2,Mount Royal College,T3E6K6,670
Dawn,Gauthier,S4P3Y2,Mount Saint Vincent University,B3M2J6,3103
Dawn,Gauthier,S4P3Y2,Nicola Valley Institute of Technology,V1K1R1,1144
Dawn,Gauthier,S4P3Y2,Nipissing University,P1B8L7,1898
Dawn,Gauthier,S4P3Y2,Queen's University,K7L3N6,2219
Dawn,Gauthier,S4P3Y2,Ryerson University,M5B2K3,2047
Dawn,Gauthier,S4P3Y2,Simon Fraser University,V5A1S6,1312
Dawn,Gauthier,S4P3Y2,St. Francis Xavier University,B2G2W5,3174
Dawn,Gauthier,S4P3Y2,Trent University,L1J5Y1,2069
Dawn,Gauthier,S4P3Y2,Universite de Montreal,H3T1J4,2358
Dawn,Gauthier,S4P3Y2,Universite de Sherbrooke,J1K2R1,2483
Dawn,Gauthier,S4P3Y2,Universite Laval,G1V0A6,2467
Dawn,Gauthier,S4P3Y2,University of Alberta,T6G2R3,697
Dawn,Gauthier,S4P3Y2,University of British Columbia,V6T1Z4,1300
Dawn,Gauthier,S4P3Y2,University of Calgary,T2N1N4,668
Dawn,Gauthier,S4P3Y2,University of Guelph,N1G2W1,1996
Dawn,Gauthier,S4P3Y2,University of Lethbridge,T1K3M4,589
Dawn,Gauthier,S4P3Y2,University of Manitoba,R3T2N2,540
Dawn,Gauthier,S4P3Y2,University of Moncton,E1A3E9,2961
Dawn,Gauthier,S4P3Y2,University of New Brunswick,E3B5A3,2835
Dawn,Gauthier,S4P3Y2,University of Northern British Columbia,V2N4Z9,1297
Dawn,Gauthier,S4P3Y2,University of Ontario Institute of Technology,L1G0C5,2068
Dawn,Gauthier,S4P3Y2,University of Ottawa,K1N6N5,2215
Dawn,Gauthier,S4P3Y2,University of Prince Edward Island,C1A4P3,3072
Dawn,Gauthier,S4P3Y2,University of Quebec,G1K9H7,2470
Dawn,Gauthier,S4P3Y2,University of Regina,S4S0A2,5
Dawn,Gauthier,S4P3Y2,University of Saskatchewan,S7N5A2,234
Dawn,Gauthier,S4P3Y2,University of Toronto,M5S1A1,2045
Dawn,Gauthier,S4P3Y2,"University of Toronto, Mississauga",L5L1C6,2032
Dawn,Gauthier,S4P3Y2,"University of Toronto, Scarborough",M1C1A4,2055
Dawn,Gauthier,S4P3Y2,University of Victoria,V8P5C2,1363
Dawn,Gauthier,S4P3Y2,University of Waterloo,N2L3G1,1977
Dawn,Gauthier,S4P3Y2,University of Western Ontario,N6A3K7,1956
Dawn,Gauthier,S4P3Y2,University of Windsor,N9B3P4,1880
Dawn,Gauthier,S4P3Y2,University of Winnipeg,R3B2E9,540
Dawn,Gauthier,S4P3Y2,Wilfrid Laurier University,N2L3C5,1977
Dawn,Gauthier,S4P3Y2,William and Catherine Booth College,R3B2P2,540
Dawn,Gauthier,S4P3Y2,York University,M3J1P3,2033
Dawn,Gauthier,S4P3Y2,Yukon College,Y1A5K4,2197
Nora,Morin,L2G3X6,Acadia University,B4P2R6,1195
Nora,Morin,L2G3X6,Athabasca University,T9S3A3,2778
Nora,Morin,L2G3X6,Bishop's University,J1M1Z7,631
Nora,Morin,L2G3X6,Brandon University,R7A6A9,1759
Nora,Morin,L2G3X6,British Columbia Institute of Technology,V5G3H2,3401
Nora,Morin,L2G3X6,Brock University,L2S3A1,17
Nora,Morin,L2G3X6,Canadian Mennonite University,R3P2N2,1575
Nora,Morin,L2G3X6,Carleton University,K1S5B6,374
Nora,Morin,L2G3X6,College of New Caledonia,V2N1P8,3385
Nora,Morin,L2G3X6,College of the Rockies,V1C5L7,2877
Nora,Morin,L2G3X6,Columbia College,V6A0C1,3408
Nora,Morin,L2G3X6,Concordia University,H3G1M8,514
Nora,Morin,L2G3X6,Conestoga College,N2G4M4,121
Nora,Morin,L2G3X6,Dalhousie University,B3H4R2,1253
Nora,Morin,L2G3X6,Douglas College,V3M5Z5,3398
Nora,Morin,L2G3X6,Durham College,L1G0C5,96
Nora,Morin,L2G3X6,Ecole des Hautes Etudes Commerciales,H3T2A7,512
Nora,Morin,L2G3X6,"Ecole Polytechnique de Montreal, Universite de Montreal",H3T1J4,512
Nora,Morin,L2G3X6,Emily Carr Institute of Art + Design,V5T0H2,3408
Nora,Morin,L2G3X6,King's University College,T6B2H3,2758
Nora,Morin,L2G3X6,Lakehead University,P7B5E1,1029
Nora,Morin,L2G3X6,McGill University,H3A0G4,515
Nora,Morin,L2G3X6,McMaster University,L8S4L8,71
Nora,Morin,L2G3X6,Memorial University of Newfoundland,A1C5S7,2113
Nora,Morin,L2G3X6,Mount Allison University,E4L1E2,1206
Nora,Morin,L2G3X6,Mount Royal College,T3E6K6,2770
Nora,Morin,L2G3X6,Mount Saint Vincent University,B3M2J6,1247
Nora,Morin,L2G3X6,Nicola Valley Institute of Technology,V1K1R1,3237
Nora,Morin,L2G3X6,Nipissing University,P1B8L7,365
Nora,Morin,L2G3X6,Queen's University,K7L3N6,253
Nora,Morin,L2G3X6,Ryerson University,M5B2K3,70
Nora,Morin,L2G3X6,Simon Fraser University,V5A1S6,3397
Nora,Morin,L2G3X6,St. Francis Xavier University,B2G2W5,1385
Nora,Morin,L2G3X6,Trent University,L1J5Y1,92
Nora,Morin,L2G3X6,Universite de Montreal,H3T1J4,512
Nora,Morin,L2G3X6,Universite de Sherbrooke,J1K2R1,625
Nora,Morin,L2G3X6,Universite Laval,G1V0A6,739
Nora,Morin,L2G3X6,University of Alberta,T6G2R3,2766
Nora,Morin,L2G3X6,University of British Columbia,V6T1Z4,3387
Nora,Morin,L2G3X6,University of Calgary,T2N1N4,2768
Nora,Morin,L2G3X6,University of Guelph,N1G2W1,105
Nora,Morin,L2G3X6,University of Lethbridge,T1K3M4,2666
Nora,Morin,L2G3X6,University of Manitoba,R3T2N2,1569
Nora,Morin,L2G3X6,University of Moncton,E1A3E9,1185
Nora,Morin,L2G3X6,University of New Brunswick,E3B5A3,1030
Nora,Morin,L2G3X6,University of Northern British Columbia,V2N4Z9,3385
Nora,Morin,L2G3X6,University of Ontario Institute of Technology,L1G0C5,96
Nora,Morin,L2G3X6,University of Ottawa,K1N6N5,377
Nora,Morin,L2G3X6,University of Prince Edward Island,C1A4P3,1317
Nora,Morin,L2G3X6,University of Quebec,G1K9H7,745
Nora,Morin,L2G3X6,University of Regina,S4S0A2,2096
Nora,Morin,L2G3X6,University of Saskatchewan,S7N5A2,2278
Nora,Morin,L2G3X6,University of Toronto,M5S1A1,71
Nora,Morin,L2G3X6,"University of Toronto, Mississauga",L5L1C6,72
Nora,Morin,L2G3X6,"University of Toronto, Scarborough",M1C1A4,80
Nora,Morin,L2G3X6,University of Victoria,V8P5C2,3435
Nora,Morin,L2G3X6,University of Waterloo,N2L3G1,127
Nora,Morin,L2G3X6,University of Western Ontario,N6A3K7,177
Nora,Morin,L2G3X6,University of Windsor,N9B3P4,336
Nora,Morin,L2G3X6,University of Winnipeg,R3B2E9,1572
Nora,Morin,L2G3X6,Wilfrid Laurier University,N2L3C5,127
Nora,Morin,L2G3X6,William and Catherine Booth College,R3B2P2,1572
Nora,Morin,L2G3X6,York University,M3J1P3,85
Nora,Morin,L2G3X6,Yukon College,Y1A5K4,4146
Allen,Murphy,G2J1A3,Acadia University,B4P2R6,569
Allen,Murphy,G2J1A3,Athabasca University,T9S3A3,3030
Allen,Murphy,G2J1A3,Bishop's University,J1M1Z7,170
Allen,Murphy,G2J1A3,Brandon University,R7A6A9,2132
Allen,Murphy,G2J1A3,British Columbia Institute of Technology,V5G3H2,3778
Allen,Murphy,G2J1A3,Brock University,L2S3A1,750
Allen,Murphy,G2J1A3,Canadian Mennonite University,R3P2N2,1936
Allen,Murphy,G2J1A3,Carleton University,K1S5B6,376
Allen,Murphy,G2J1A3,College of New Caledonia,V2N1P8,3667
Allen,Murphy,G2J1A3,College of the Rockies,V1C5L7,3264
Allen,Murphy,G2J1A3,Columbia College,V6A0C1,3784
Allen,Murphy,G2J1A3,Concordia University,H3G1M8,232
Allen,Murphy,G2J1A3,Conestoga College,N2G4M4,814
Allen,Murphy,G2J1A3,Dalhousie University,B3H4R2,645
Allen,Murphy,G2J1A3,Douglas College,V3M5Z5,3776
Allen,Murphy,G2J1A3,Durham College,L1G0C5,675
Allen,Murphy,G2J1A3,Ecole des Hautes Etudes Commerciales,H3T2A7,234
Allen,Murphy,G2J1A3,"Ecole Polytechnique de Montreal, Universite de Montreal",H3T1J4,234
Allen,Murphy,G2J1A3,Emily Carr Institute of Art + Design,V5T0H2,3785
Allen,Murphy,G2J1A3,King's University College,T6B2H3,3043
Allen,Murphy,G2J1A3,Lakehead University,P7B5E1,1368
Allen,Murphy,G2J1A3,McGill University,H3A0G4,231
Allen,Murphy,G2J1A3,McMaster University,L8S4L8,786
Allen,Murphy,G2J1A3,Memorial University of Newfoundland,A1C5S7,1405
Allen,Murphy,G2J1A3,Mount Allison University,E4L1E2,538
Allen,Murphy,G2J1A3,Mount Royal College,T3E6K6,3122
Allen,Murphy,G2J1A3,Mount Saint Vincent University,B3M2J6,638
Allen,Murphy,G2J1A3,Nicola Valley Institute of Technology,V1K1R1,3601
Allen,Murphy,G2J1A3,Nipissing University,P1B8L7,637
Allen,Murphy,G2J1A3,Queen's University,K7L3N6,491
Allen,Murphy,G2J1A3,Ryerson University,M5B2K3,726
Allen,Murphy,G2J1A3,Simon Fraser University,V5A1S6,3774
Allen,Murphy,G2J1A3,St. Francis Xavier University,B2G2W5,726
Allen,Murphy,G2J1A3,Trent University,L1J5Y1,678
Allen,Murphy,G2J1A3,Universite de Montreal,H3T1J4,234
Allen,Murphy,G2J1A3,Universite de Sherbrooke,J1K2R1,170
Allen,Murphy,G2J1A3,Universite Laval,G1V0A6,6
Allen,Murphy,G2J1A3,University of Alberta,T6G2R3,3051
Allen,Murphy,G2J1A3,University of British Columbia,V6T1Z4,3760
Allen,Murphy,G2J1A3,University of Calgary,T2N1N4,3118
Allen,Murphy,G2J1A3,University of Guelph,N1G2W1,792
Allen,Murphy,G2J1A3,University of Lethbridge,T1K3M4,3054
Allen,Murphy,G2J1A3,University of Manitoba,R3T2N2,1931
Allen,Murphy,G2J1A3,University of Moncton,E1A3E9,510
Allen,Murphy,G2J1A3,University of New Brunswick,E3B5A3,371
Allen,Murphy,G2J1A3,University of Northern British Columbia,V2N4Z9,3667
Allen,Murphy,G2J1A3,University of Ontario Institute of Technology,L1G0C5,675
Allen,Murphy,G2J1A3,University of Ottawa,K1N6N5,374
Allen,Murphy,G2J1A3,University of Prince Edward Island,C1A4P3,635
Allen,Murphy,G2J1A3,University of Quebec,G1K9H7,5
Allen,Murphy,G2J1A3,University of Regina,S4S0A2,2460
Allen,Murphy,G2J1A3,University of Saskatchewan,S7N5A2,2591
Allen,Murphy,G2J1A3,University of Toronto,M5S1A1,727
Allen,Murphy,G2J1A3,"University of Toronto, Mississauga",L5L1C6,754
Allen,Murphy,G2J1A3,"University of Toronto, Scarborough",M1C1A4,703
Allen,Murphy,G2J1A3,University of Victoria,V8P5C2,3827
Allen,Murphy,G2J1A3,University of Waterloo,N2L3G1,817
Allen,Murphy,G2J1A3,University of Western Ontario,N6A3K7,893
Allen,Murphy,G2J1A3,University of Windsor,N9B3P4,1059
Allen,Murphy,G2J1A3,University of Winnipeg,R3B2E9,1930
Allen,Murphy,G2J1A3,Wilfrid Laurier University,N2L3C5,817
Allen,Murphy,G2J1A3,William and Catherine Booth College,R3B2P2,1930
Allen,Murphy,G2J1A3,York University,M3J1P3,727
Allen,Murphy,G2J1A3,Yukon College,Y1A5K4,4266
Mai,Young,A1C1G8,Acadia University,B4P2R6,937
Mai,Young,A1C1G8,Athabasca University,T9S3A3,4169
Mai,Young,A1C1G8,Bishop's University,J1M1Z7,1484
Mai,Young,A1C1G8,Brandon University,R7A6A9,3424
Mai,Young,A1C1G8,British Columbia Institute of Technology,V5G3H2,5004
Mai,Young,A1C1G8,Brock University,L2S3A1,2123
Mai,Young,A1C1G8,Canadian Mennonite University,R3P2N2,3232
Mai,Young,A1C1G8,Carleton University,K1S5B6,1772
Mai,Young,A1C1G8,College of New Caledonia,V2N1P8,4804
Mai,Young,A1C1G8,College of the Rockies,V1C5L7,4515
Mai,Young,A1C1G8,Columbia College,V6A0C1,5009
Mai,Young,A1C1G8,Concordia University,H3G1M8,1611
Mai,Young,A1C1G8,Conestoga College,N2G4M4,2203
Mai,Young,A1C1G8,Dalhousie University,B3H4R2,899
Mai,Young,A1C1G8,Douglas College,V3M5Z5,5003
Mai,Young,A1C1G8,Durham College,L1G0C5,2062
Mai,Young,A1C1G8,Ecole des Hautes Etudes Commerciales,H3T2A7,1614
Mai,Young,A1C1G8,"Ecole Polytechnique de Montreal, Universite de Montreal",H3T1J4,1614
Mai,Young,A1C1G8,Emily Carr Institute of Art + Design,V5T0H2,5010
Mai,Young,A1C1G8,King's University College,T6B2H3,4214
Mai,Young,A1C1G8,Lakehead University,P7B5E1,2699
Mai,Young,A1C1G8,McGill University,H3A0G4,1610
Mai,Young,A1C1G8,McMaster University,L8S4L8,2167
Mai,Young,A1C1G8,Memorial University of Newfoundland,A1C5S7,0
Mai,Young,A1C1G8,Mount Allison University,E4L1E2,909
Mai,Young,A1C1G8,Mount Royal College,T3E6K6,4348
Mai,Young,A1C1G8,Mount Saint Vincent University,B3M2J6,903
Mai,Young,A1C1G8,Nicola Valley Institute of Technology,V1K1R1,4820
Mai,Young,A1C1G8,Nipissing University,P1B8L7,2038
Mai,Young,A1C1G8,Queen's University,K7L3N6,1865
Mai,Young,A1C1G8,Ryerson University,M5B2K3,2111
Mai,Young,A1C1G8,Simon Fraser University,V5A1S6,4999
Mai,Young,A1C1G8,St. Francis Xavier University,B2G2W5,743
Mai,Young,A1C1G8,Trent University,L1J5Y1,2064
Mai,Young,A1C1G8,Universite de Montreal,H3T1J4,1614
Mai,Young,A1C1G8,Universite de Sherbrooke,J1K2R1,1491
Mai,Young,A1C1G8,Universite Laval,G1V0A6,1407
Mai,Young,A1C1G8,University of Alberta,T6G2R3,4220
Mai,Young,A1C1G8,University of British Columbia,V6T1Z4,4982
Mai,Young,A1C1G8,University of Calgary,T2N1N4,4343
Mai,Young,A1C1G8,University of Guelph,N1G2W1,2180
Mai,Young,A1C1G8,University of Lethbridge,T1K3M4,4312
Mai,Young,A1C1G8,University of Manitoba,R3T2N2,3229
Mai,Young,A1C1G8,University of Moncton,E1A3E9,929
Mai,Young,A1C1G8,University of New Brunswick,E3B5A3,1084
Mai,Young,A1C1G8,University of Northern British Columbia,V2N4Z9,4804
Mai,Young,A1C1G8,University of Ontario Institute of Technology,L1G0C5,2062
Mai,Young,A1C1G8,University of Ottawa,K1N6N5,1771
Mai,Young,A1C1G8,University of Prince Edward Island,C1A4P3,797
Mai,Young,A1C1G8,University of Quebec,G1K9H7,1401
Mai,Young,A1C1G8,University of Regina,S4S0A2,3728
Mai,Young,A1C1G8,University of Saskatchewan,S7N5A2,3812
Mai,Young,A1C1G8,University of Toronto,M5S1A1,2112
Mai,Young,A1C1G8,"University of Toronto, Mississauga",L5L1C6,2139
Mai,Young,A1C1G8,"University of Toronto, Scarborough",M1C1A4,2089
Mai,Young,A1C1G8,University of Victoria,V8P5C2,5065
Mai,Young,A1C1G8,University of Waterloo,N2L3G1,2206
Mai,Young,A1C1G8,University of Western Ontario,N6A3K7,2279
Mai,Young,A1C1G8,University of Windsor,N9B3P4,2445
Mai,Young,A1C1G8,University of Winnipeg,R3B2E9,3226
Mai,Young,A1C1G8,Wilfrid Laurier University,N2L3C5,2206
Mai,Young,A1C1G8,William and Catherine Booth College,R3B2P2,3226
Mai,Young,A1C1G8,York University,M3J1P3,2115
Mai,Young,A1C1G8,Yukon College,Y1A5K4,5183
Charlie,Schmit,V1Y6N2,Acadia University,B4P2R6,4081
Charlie,Schmit,V1Y6N2,Athabasca University,T9S3A3,682
Charlie,Schmit,V1Y6N2,Bishop's University,J1M1Z7,3544
Charlie,Schmit,V1Y6N2,Brandon University,R7A6A9,1396
Charlie,Schmit,V1Y6N2,British Columbia Institute of Technology,V5G3H2,263
Charlie,Schmit,V1Y6N2,Brock University,L2S3A1,3127
Charlie,Schmit,V1Y6N2,Canadian Mennonite University,R3P2N2,1590
Charlie,Schmit,V1Y6N2,Carleton University,K1S5B6,3271
Charlie,Schmit,V1Y6N2,College of New Caledonia,V2N1P8,480
Charlie,Schmit,V1Y6N2,College of the Rockies,V1C5L7,271
Charlie,Schmit,V1Y6N2,Columbia College,V6A0C1,269
Charlie,Schmit,V1Y6N2,Concordia University,H3G1M8,3415
Charlie,Schmit,V1Y6N2,Conestoga College,N2G4M4,3024
Charlie,Schmit,V1Y6N2,Dalhousie University,B3H4R2,4159
Charlie,Schmit,V1Y6N2,Douglas College,V3M5Z5,261
Charlie,Schmit,V1Y6N2,Durham College,L1G0C5,3116
Charlie,Schmit,V1Y6N2,Ecole des Hautes Etudes Commerciales,H3T2A7,3412
Charlie,Schmit,V1Y6N2,"Ecole Polytechnique de Montreal, Universite de Montreal",H3T1J4,3412
Charlie,Schmit,V1Y6N2,Emily Carr Institute of Art + Design,V5T0H2,269
Charlie,Schmit,V1Y6N2,King's University College,T6B2H3,580
Charlie,Schmit,V1Y6N2,Lakehead University,P7B5E1,2164
Charlie,Schmit,V1Y6N2,McGill University,H3A0G4,3415
Charlie,Schmit,V1Y6N2,McMaster University,L8S4L8,3074
Charlie,Schmit,V1Y6N2,Memorial University of Newfoundland,A1C5S7,4744
Charlie,Schmit,V1Y6N2,Mount Allison University,E4L1E2,4037
Charlie,Schmit,V1Y6N2,Mount Royal College,T3E6K6,396
Charlie,Schmit,V1Y6N2,Mount Saint Vincent University,B3M2J6,4152
Charlie,Schmit,V1Y6N2,Nicola Valley Institute of Technology,V1K1R1,97
Charlie,Schmit,V1Y6N2,Nipissing University,P1B8L7,2953
Charlie,Schmit,V1Y6N2,Queen's University,K7L3N6,3271
Charlie,Schmit,V1Y6N2,Ryerson University,M5B2K3,3093
Charlie,Schmit,V1Y6N2,Simon Fraser University,V5A1S6,258
Charlie,Schmit,V1Y6N2,St. Francis Xavier University,B2G2W5,4217
Charlie,Schmit,V1Y6N2,Trent University,L1J5Y1,3117
Charlie,Schmit,V1Y6N2,Universite de Montreal,H3T1J4,3412
Charlie,Schmit,V1Y6N2,Universite de Sherbrooke,J1K2R1,3537
Charlie,Schmit,V1Y6N2,Universite Laval,G1V0A6,3517
Charlie,Schmit,V1Y6N2,University of Alberta,T6G2R3,575
Charlie,Schmit,V1Y6N2,University of British Columbia,V6T1Z4,245
Charlie,Schmit,V1Y6N2,University of Calgary,T2N1N4,401
Charlie,Schmit,V1Y6N2,University of Guelph,N1G2W1,3039
Charlie,Schmit,V1Y6N2,University of Lethbridge,T1K3M4,478
Charlie,Schmit,V1Y6N2,University of Manitoba,R3T2N2,1595
Charlie,Schmit,V1Y6N2,University of Moncton,E1A3E9,4006
Charlie,Schmit,V1Y6N2,University of New Brunswick,E3B5A3,3884
Charlie,Schmit,V1Y6N2,University of Northern British Columbia,V2N4Z9,480
Charlie,Schmit,V1Y6N2,University of Ontario Institute of Technology,L1G0C5,3116
Charlie,Schmit,V1Y6N2,University of Ottawa,K1N6N5,3270
Charlie,Schmit,V1Y6N2,University of Prince Edward Island,C1A4P3,4114
Charlie,Schmit,V1Y6N2,University of Quebec,G1K9H7,3521
Charlie,Schmit,V1Y6N2,University of Regina,S4S0A2,1060
Charlie,Schmit,V1Y6N2,University of Saskatchewan,S7N5A2,933
Charlie,Schmit,V1Y6N2,University of Toronto,M5S1A1,3091
Charlie,Schmit,V1Y6N2,"University of Toronto, Mississauga",L5L1C6,3076
Charlie,Schmit,V1Y6N2,"University of Toronto, Scarborough",M1C1A4,3102
Charlie,Schmit,V1Y6N2,University of Victoria,V8P5C2,322
Charlie,Schmit,V1Y6N2,University of Waterloo,N2L3G1,3019
Charlie,Schmit,V1Y6N2,University of Western Ontario,N6A3K7,2992
Charlie,Schmit,V1Y6N2,University of Windsor,N9B3P4,2901
Charlie,Schmit,V1Y6N2,University of Winnipeg,R3B2E9,1595
Charlie,Schmit,V1Y6N2,Wilfrid Laurier University,N2L3C5,3019
Charlie,Schmit,V1Y6N2,William and Catherine Booth College,R3B2P2,1595
Charlie,Schmit,V1Y6N2,York University,M3J1P3,3079
Charlie,Schmit,V1Y6N2,Yukon College,Y1A5K4,1547
Marge,Moore,L4M3C4,Acadia University,B4P2R6,1209
Marge,Moore,L4M3C4,Athabasca University,T9S3A3,2649
Marge,Moore,L4M3C4,Bishop's University,J1M1Z7,625
Marge,Moore,L4M3C4,Brandon University,R7A6A9,1643
Marge,Moore,L4M3C4,British Columbia Institute of Technology,V5G3H2,3294
Marge,Moore,L4M3C4,Brock University,L2S3A1,143
Marge,Moore,L4M3C4,Canadian Mennonite University,R3P2N2,1455
Marge,Moore,L4M3C4,Carleton University,K1S5B6,332
Marge,Moore,L4M3C4,College of New Caledonia,V2N1P8,3262
Marge,Moore,L4M3C4,College of the Rockies,V1C5L7,2770
Marge,Moore,L4M3C4,Columbia College,V6A0C1,3300
Marge,Moore,L4M3C4,Concordia University,H3G1M8,494
Marge,Moore,L4M3C4,Conestoga College,N2G4M4,125
Marge,Moore,L4M3C4,Dalhousie University,B3H4R2,1273
Marge,Moore,L4M3C4,Douglas College,V3M5Z5,3291
Marge,Moore,L4M3C4,Durham College,L1G0C5,83
Marge,Moore,L4M3C4,Ecole des Hautes Etudes Commerciales,H3T2A7,491
Marge,Moore,L4M3C4,"Ecole Polytechnique de Montreal, Universite de Montreal",H3T1J4,491
Marge,Moore,L4M3C4,Emily Carr Institute of Art + Design,V5T0H2,3301
Marge,Moore,L4M3C4,King's University College,T6B2H3,2634
Marge,Moore,L4M3C4,Lakehead University,P7B5E1,898
Marge,Moore,L4M3C4,McGill University,H3A0G4,495
Marge,Moore,L4M3C4,McMaster University,L8S4L8,128
Marge,Moore,L4M3C4,Memorial University of Newfoundland,A1C5S7,2104
Marge,Moore,L4M3C4,Mount Allison University,E4L1E2,1208
Marge,Moore,L4M3C4,Mount Royal College,T3E6K6,2656
Marge,Moore,L4M3C4,Mount Saint Vincent University,B3M2J6,1267
Marge,Moore,L4M3C4,Nicola Valley Institute of Technology,V1K1R1,3127
Marge,Moore,L4M3C4,Nipissing University,P1B8L7,215
Marge,Moore,L4M3C4,Queen's University,K7L3N6,258
Marge,Moore,L4M3C4,Ryerson University,M5B2K3,86
Marge,Moore,L4M3C4,Simon Fraser University,V5A1S6,3290
Marge,Moore,L4M3C4,St. Francis Xavier University,B2G2W5,1393
Marge,Moore,L4M3C4,Trent University,L1J5Y1,85
Marge,Moore,L4M3C4,Universite de Montreal,H3T1J4,491
Marge,Moore,L4M3C4,Universite de Sherbrooke,J1K2R1,619
Marge,Moore,L4M3C4,Universite Laval,G1V0A6,703
Marge,Moore,L4M3C4,University of Alberta,T6G2R3,2641
Marge,Moore,L4M3C4,University of British Columbia,V6T1Z4,3279
Marge,Moore,L4M3C4,University of Calgary,T2N1N4,2654
Marge,Moore,L4M3C4,University of Guelph,N1G2W1,108
Marge,Moore,L4M3C4,University of Lethbridge,T1K3M4,2559
Marge,Moore,L4M3C4,University of Manitoba,R3T2N2,1449
Marge,Moore,L4M3C4,University of Moncton,E1A3E9,1184
Marge,Moore,L4M3C4,University of New Brunswick,E3B5A3,1030
Marge,Moore,L4M3C4,University of Northern British Columbia,V2N4Z9,3262
Marge,Moore,L4M3C4,University of Ontario Institute of Technology,L1G0C5,83
Marge,Moore,L4M3C4,University of Ottawa,K1N6N5,334
Marge,Moore,L4M3C4,University of Prince Edward Island,C1A4P3,1315
Marge,Moore,L4M3C4,University of Quebec,G1K9H7,709
Marge,Moore,L4M3C4,University of Regina,S4S0A2,1981
Marge,Moore,L4M3C4,University of Saskatchewan,S7N5A2,2156
Marge,Moore,L4M3C4,University of Toronto,M5S1A1,85
Marge,Moore,L4M3C4,"University of Toronto, Mississauga",L5L1C6,96
Marge,Moore,L4M3C4,"University of Toronto, Scarborough",M1C1A4,79
Marge,Moore,L4M3C4,University of Victoria,V8P5C2,3331
Marge,Moore,L4M3C4,University of Waterloo,N2L3G1,125
Marge,Moore,L4M3C4,University of Western Ontario,N6A3K7,202
Marge,Moore,L4M3C4,University of Windsor,N9B3P4,360
Marge,Moore,L4M3C4,University of Winnipeg,R3B2E9,1451
Marge,Moore,L4M3C4,Wilfrid Laurier University,N2L3C5,125
Marge,Moore,L4M3C4,William and Catherine Booth College,R3B2P2,1451
Marge,Moore,L4M3C4,York University,M3J1P3,71
Marge,Moore,L4M3C4,Yukon College,Y1A5K4,4006
Greg,Bouchard,J1M0B8,Acadia University,B4P2R6,586
Greg,Bouchard,J1M0B8,Athabasca University,T9S3A3,3084
Greg,Bouchard,J1M0B8,Bishop's University,J1M1Z7,0
Greg,Bouchard,J1M0B8,Brandon University,R7A6A9,2152
Greg,Bouchard,J1M0B8,British Columbia Institute of Technology,V5G3H2,3807
Greg,Bouchard,J1M0B8,Brock University,L2S3A1,640
Greg,Bouchard,J1M0B8,Canadian Mennonite University,R3P2N2,1956
Greg,Bouchard,J1M0B8,Carleton University,K1S5B6,300
Greg,Bouchard,J1M0B8,College of New Caledonia,V2N1P8,3717
Greg,Bouchard,J1M0B8,College of the Rockies,V1C5L7,3288
Greg,Bouchard,J1M0B8,Columbia College,V6A0C1,3813
Greg,Bouchard,J1M0B8,Concordia University,H3G1M8,136
Greg,Bouchard,J1M0B8,Conestoga College,N2G4M4,719
Greg,Bouchard,J1M0B8,Dalhousie University,B3H4R2,654
Greg,Bouchard,J1M0B8,Douglas College,V3M5Z5,3804
Greg,Bouchard,J1M0B8,Durham College,L1G0C5,578
Greg,Bouchard,J1M0B8,Ecole des Hautes Etudes Commerciales,H3T2A7,139
Greg,Bouchard,J1M0B8,"Ecole Polytechnique de Montreal, Universite de Montreal",H3T1J4,139
Greg,Bouchard,J1M0B8,Emily Carr Institute of Art + Design,V5T0H2,3813
Greg,Bouchard,J1M0B8,King's University College,T6B2H3,3090
Greg,Bouchard,J1M0B8,Lakehead University,P7B5E1,1383
Greg,Bouchard,J1M0B8,McGill University,H3A0G4,136
Greg,Bouchard,J1M0B8,McMaster University,L8S4L8,683
Greg,Bouchard,J1M0B8,Memorial University of Newfoundland,A1C5S7,1484
Greg,Bouchard,J1M0B8,Mount Allison University,E4L1E2,583
Greg,Bouchard,J1M0B8,Mount Royal College,T3E6K6,3154
Greg,Bouchard,J1M0B8,Mount Saint Vincent University,B3M2J6,647
Greg,Bouchard,J1M0B8,Nicola Valley Institute of Technology,V1K1R1,3632
Greg,Bouchard,J1M0B8,Nipissing University,P1B8L7,609
Greg,Bouchard,J1M0B8,Queen's University,K7L3N6,381
Greg,Bouchard,J1M0B8,Ryerson University,M5B2K3,627
